,0,1,2

0,/omniglot_dataset/omniglot_train/Gujarati/character42/0459_16.png,0,0

1,/omniglot_dataset/omniglot_train/Gujarati/character42/0459_02.png,0,0

2,/omniglot_dataset/omniglot_train/Gujarati/character42/0459_06.png,0,0

3,/omniglot_dataset/omniglot_train/Gujarati/character42/0459_07.png,0,0

4,/omniglot_dataset/omniglot_train/Gujarati/character42/0459_11.png,0,0

5,/omniglot_dataset/omniglot_train/Gujarati/character42/0459_20.png,0,0

6,/omniglot_dataset/omniglot_train/Gujarati/character42/0459_08.png,0,0

7,/omniglot_dataset/omniglot_train/Gujarati/character45/0462_09.png,0,1

8,/omniglot_dataset/omniglot_train/Gujarati/character45/0462_20.png,0,1

9,/omniglot_dataset/omniglot_train/Gujarati/character45/0462_08.png,0,1

10,/omniglot_dataset/omniglot_train/Gujarati/character45/0462_19.png,0,1

11,/omniglot_dataset/omniglot_train/Gujarati/character45/0462_03.png,0,1

12,/omniglot_dataset/omniglot_train/Gujarati/character45/0462_14.png,0,1

13,/omniglot_dataset/omniglot_train/Gujarati/character45/0462_01.png,0,1

14,/omniglot_dataset/omniglot_train/Gujarati/character45/0462_15.png,0,1

15,/omniglot_dataset/omniglot_train/Gujarati/character45/0462_11.png,0,1

16,/omniglot_dataset/omniglot_train/Gujarati/character45/0462_06.png,0,1

17,/omniglot_dataset/omniglot_train/Gujarati/character45/0462_13.png,0,1

18,/omniglot_dataset/omniglot_train/Gujarati/character45/0462_07.png,0,1

19,/omniglot_dataset/omniglot_train/Gujarati/character11/0428_14.png,0,2

20,/omniglot_dataset/omniglot_train/Gujarati/character11/0428_15.png,0,2

21,/omniglot_dataset/omniglot_train/Gujarati/character11/0428_03.png,0,2

22,/omniglot_dataset/omniglot_train/Gujarati/character11/0428_12.png,0,2

23,/omniglot_dataset/omniglot_train/Gujarati/character11/0428_05.png,0,2

24,/omniglot_dataset/omniglot_train/Gujarati/character11/0428_11.png,0,2

25,/omniglot_dataset/omniglot_train/Gujarati/character11/0428_10.png,0,2

26,/omniglot_dataset/omniglot_train/Gujarati/character11/0428_09.png,0,2

27,/omniglot_dataset/omniglot_train/Gujarati/character11/0428_08.png,0,2

28,/omniglot_dataset/omniglot_train/Gujarati/character11/0428_18.png,0,2

29,/omniglot_dataset/omniglot_train/Gujarati/character11/0428_19.png,0,2

30,/omniglot_dataset/omniglot_train/Gujarati/character16/0433_05.png,0,3

31,/omniglot_dataset/omniglot_train/Gujarati/character16/0433_04.png,0,3

32,/omniglot_dataset/omniglot_train/Gujarati/character16/0433_10.png,0,3

33,/omniglot_dataset/omniglot_train/Gujarati/character16/0433_12.png,0,3

34,/omniglot_dataset/omniglot_train/Gujarati/character16/0433_13.png,0,3

35,/omniglot_dataset/omniglot_train/Gujarati/character16/0433_03.png,0,3

36,/omniglot_dataset/omniglot_train/Gujarati/character16/0433_16.png,0,3

37,/omniglot_dataset/omniglot_train/Gujarati/character16/0433_02.png,0,3

38,/omniglot_dataset/omniglot_train/Gujarati/character16/0433_01.png,0,3

39,/omniglot_dataset/omniglot_train/Gujarati/character29/0446_19.png,0,4

40,/omniglot_dataset/omniglot_train/Gujarati/character29/0446_18.png,0,4

41,/omniglot_dataset/omniglot_train/Gujarati/character29/0446_02.png,0,4

42,/omniglot_dataset/omniglot_train/Gujarati/character29/0446_17.png,0,4

43,/omniglot_dataset/omniglot_train/Gujarati/character29/0446_01.png,0,4

44,/omniglot_dataset/omniglot_train/Gujarati/character29/0446_14.png,0,4

45,/omniglot_dataset/omniglot_train/Gujarati/character29/0446_05.png,0,4

46,/omniglot_dataset/omniglot_train/Gujarati/character29/0446_11.png,0,4

47,/omniglot_dataset/omniglot_train/Gujarati/character29/0446_12.png,0,4

48,/omniglot_dataset/omniglot_train/Gujarati/character20/0437_20.png,0,5

49,/omniglot_dataset/omniglot_train/Gujarati/character20/0437_19.png,0,5

50,/omniglot_dataset/omniglot_train/Gujarati/character20/0437_18.png,0,5

51,/omniglot_dataset/omniglot_train/Gujarati/character20/0437_02.png,0,5

52,/omniglot_dataset/omniglot_train/Gujarati/character20/0437_03.png,0,5

53,/omniglot_dataset/omniglot_train/Gujarati/character20/0437_17.png,0,5

54,/omniglot_dataset/omniglot_train/Gujarati/character20/0437_10.png,0,5

55,/omniglot_dataset/omniglot_train/Gujarati/character20/0437_11.png,0,5

56,/omniglot_dataset/omniglot_train/Gujarati/character20/0437_05.png,0,5

57,/omniglot_dataset/omniglot_train/Gujarati/character20/0437_12.png,0,5

58,/omniglot_dataset/omniglot_train/Gujarati/character27/0444_13.png,0,6

59,/omniglot_dataset/omniglot_train/Gujarati/character27/0444_06.png,0,6

60,/omniglot_dataset/omniglot_train/Gujarati/character27/0444_05.png,0,6

61,/omniglot_dataset/omniglot_train/Gujarati/character27/0444_15.png,0,6

62,/omniglot_dataset/omniglot_train/Gujarati/character27/0444_01.png,0,6

63,/omniglot_dataset/omniglot_train/Gujarati/character27/0444_17.png,0,6

64,/omniglot_dataset/omniglot_train/Gujarati/character27/0444_03.png,0,6

65,/omniglot_dataset/omniglot_train/Gujarati/character18/0435_18.png,0,7

66,/omniglot_dataset/omniglot_train/Gujarati/character18/0435_08.png,0,7

67,/omniglot_dataset/omniglot_train/Gujarati/character18/0435_09.png,0,7

68,/omniglot_dataset/omniglot_train/Gujarati/character18/0435_07.png,0,7

69,/omniglot_dataset/omniglot_train/Gujarati/character18/0435_06.png,0,7

70,/omniglot_dataset/omniglot_train/Gujarati/character18/0435_10.png,0,7

71,/omniglot_dataset/omniglot_train/Gujarati/character18/0435_11.png,0,7

72,/omniglot_dataset/omniglot_train/Gujarati/character18/0435_05.png,0,7

73,/omniglot_dataset/omniglot_train/Gujarati/character18/0435_02.png,0,7

74,/omniglot_dataset/omniglot_train/Gujarati/character18/0435_03.png,0,7

75,/omniglot_dataset/omniglot_train/Gujarati/character44/0461_10.png,0,8

76,/omniglot_dataset/omniglot_train/Gujarati/character44/0461_04.png,0,8

77,/omniglot_dataset/omniglot_train/Gujarati/character44/0461_05.png,0,8

78,/omniglot_dataset/omniglot_train/Gujarati/character44/0461_07.png,0,8

79,/omniglot_dataset/omniglot_train/Gujarati/character44/0461_12.png,0,8

80,/omniglot_dataset/omniglot_train/Gujarati/character44/0461_06.png,0,8

81,/omniglot_dataset/omniglot_train/Gujarati/character44/0461_17.png,0,8

82,/omniglot_dataset/omniglot_train/Gujarati/character44/0461_03.png,0,8

83,/omniglot_dataset/omniglot_train/Gujarati/character44/0461_15.png,0,8

84,/omniglot_dataset/omniglot_train/Gujarati/character44/0461_14.png,0,8

85,/omniglot_dataset/omniglot_train/Gujarati/character44/0461_19.png,0,8

86,/omniglot_dataset/omniglot_train/Gujarati/character44/0461_20.png,0,8

87,/omniglot_dataset/omniglot_train/Gujarati/character44/0461_09.png,0,8

88,/omniglot_dataset/omniglot_train/Gujarati/character43/0460_18.png,0,9

89,/omniglot_dataset/omniglot_train/Gujarati/character43/0460_19.png,0,9

90,/omniglot_dataset/omniglot_train/Gujarati/character43/0460_09.png,0,9

91,/omniglot_dataset/omniglot_train/Gujarati/character43/0460_20.png,0,9

92,/omniglot_dataset/omniglot_train/Gujarati/character43/0460_06.png,0,9

93,/omniglot_dataset/omniglot_train/Gujarati/character43/0460_05.png,0,9

94,/omniglot_dataset/omniglot_train/Gujarati/character43/0460_17.png,0,9

95,/omniglot_dataset/omniglot_train/Gujarati/character26/0443_06.png,0,10

96,/omniglot_dataset/omniglot_train/Gujarati/character26/0443_12.png,0,10

97,/omniglot_dataset/omniglot_train/Gujarati/character26/0443_10.png,0,10

98,/omniglot_dataset/omniglot_train/Gujarati/character26/0443_11.png,0,10

99,/omniglot_dataset/omniglot_train/Gujarati/character26/0443_14.png,0,10

100,/omniglot_dataset/omniglot_train/Gujarati/character26/0443_16.png,0,10

101,/omniglot_dataset/omniglot_train/Gujarati/character26/0443_02.png,0,10

102,/omniglot_dataset/omniglot_train/Gujarati/character26/0443_03.png,0,10

103,/omniglot_dataset/omniglot_train/Gujarati/character26/0443_17.png,0,10

104,/omniglot_dataset/omniglot_train/Gujarati/character26/0443_08.png,0,10

105,/omniglot_dataset/omniglot_train/Gujarati/character19/0436_14.png,0,11

106,/omniglot_dataset/omniglot_train/Gujarati/character19/0436_15.png,0,11

107,/omniglot_dataset/omniglot_train/Gujarati/character19/0436_01.png,0,11

108,/omniglot_dataset/omniglot_train/Gujarati/character19/0436_03.png,0,11

109,/omniglot_dataset/omniglot_train/Gujarati/character19/0436_02.png,0,11

110,/omniglot_dataset/omniglot_train/Gujarati/character19/0436_12.png,0,11

111,/omniglot_dataset/omniglot_train/Gujarati/character19/0436_06.png,0,11

112,/omniglot_dataset/omniglot_train/Gujarati/character19/0436_07.png,0,11

113,/omniglot_dataset/omniglot_train/Gujarati/character19/0436_05.png,0,11

114,/omniglot_dataset/omniglot_train/Gujarati/character19/0436_10.png,0,11

115,/omniglot_dataset/omniglot_train/Gujarati/character19/0436_04.png,0,11

116,/omniglot_dataset/omniglot_train/Gujarati/character19/0436_20.png,0,11

117,/omniglot_dataset/omniglot_train/Gujarati/character19/0436_08.png,0,11

118,/omniglot_dataset/omniglot_train/Gujarati/character19/0436_19.png,0,11

119,/omniglot_dataset/omniglot_train/Gujarati/character21/0438_11.png,0,12

120,/omniglot_dataset/omniglot_train/Gujarati/character21/0438_04.png,0,12

121,/omniglot_dataset/omniglot_train/Gujarati/character21/0438_12.png,0,12

122,/omniglot_dataset/omniglot_train/Gujarati/character21/0438_13.png,0,12

123,/omniglot_dataset/omniglot_train/Gujarati/character21/0438_03.png,0,12

124,/omniglot_dataset/omniglot_train/Gujarati/character21/0438_14.png,0,12

125,/omniglot_dataset/omniglot_train/Gujarati/character21/0438_15.png,0,12

126,/omniglot_dataset/omniglot_train/Gujarati/character21/0438_18.png,0,12

127,/omniglot_dataset/omniglot_train/Gujarati/character21/0438_19.png,0,12

128,/omniglot_dataset/omniglot_train/Gujarati/character21/0438_20.png,0,12

129,/omniglot_dataset/omniglot_train/Gujarati/character17/0434_11.png,0,13

130,/omniglot_dataset/omniglot_train/Gujarati/character17/0434_14.png,0,13

131,/omniglot_dataset/omniglot_train/Gujarati/character17/0434_01.png,0,13

132,/omniglot_dataset/omniglot_train/Gujarati/character17/0434_18.png,0,13

133,/omniglot_dataset/omniglot_train/Gujarati/character17/0434_08.png,0,13

